#Hierarchical Translation and Rotation (.csv) file,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Head],,,,,,,,,,,,,,,,,,,,,,,,,,,
NumFrames,NumSegments,DataFrameRate,EulerRotationOrder,BoneAxis,TranslationUnits,,,,,,,,,,,,,,,,,,,,,,
2049,1,90,ZYX,X,mm,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
[SegmentNames&Hierarchy],,,,,,,,,,,,,,,,,,,,,,,,,,,
Segment,Parent,,,,,,,,,,,,,,,,,,,,,,,,,,
Segment1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
[SegmentData],,,,,,,,,,,,,,,,,,,,,,,,,,,
 Frame# ,,Segment1,,,,,,,,,,,,,,,,,,,,,,,,,
,Timestamp,XToGlobal1,YToGlobal1,ZToGlobal1,VxToGlobal1,VyToGlobal1,VzToGlobal1,VrToGlobal1,AxToGlobal1,AyToGlobal1,AzToGlobal1,ArToGlobal1,QxToGlobal1,QyToGlobal1,QzToGlobal1,QwToGlobal1,ExToGlobal1,EyToGlobal1,EzToGlobal1,EVxToGlobal1,EVyToGlobal1,EVzToGlobal1,EAxToGlobal1,EAyToGlobal1,EAzToGlobal1,Segmentlength1,
1,1.76465E+12,-1407.100342,-187.649811,-253.772736, , , , , , , , ,-0.083844,0.065781,0.048398,0.993127,-9.307483,7.976906,4.92958, , , , , , ,65.801697, 
2,1.76465E+12,-1407.050415,-187.787033,-253.915329, , , , , , , , ,-0.08257,0.065437,0.047984,0.993276,-9.164619,7.927342,4.895148, , , , , , ,65.801697, 
3,1.76465E+12,-1406.938354,-187.880188,-254.072067,7.289429,-10.366974,-13.469925,18.494562,503.283691,356.945801,-114.573669,627.560303,-0.082019,0.064926,0.047582,0.993375,-9.105932,7.862589,4.857598,9.069763,-5.144247,-3.239213,-681.820312,-123.029564,-25.262405,65.801697, 
4,1.76465E+12,-1406.976685,-187.72966,-254.085526,3.317871,2.581787,-7.658844,8.736806,-1218.164062,1973.831177,1160.568237,2593.617432,-0.082405,0.064612,0.048512,0.993318,-9.144454,7.837082,4.964279,0.907448,-4.061715,3.110855,-787.396362,317.885223,1168.274658,65.801697, 
5,1.76465E+12,-1406.88562,-187.724365,-254.158066,2.373047,7.012024,-3.869934,8.353216,1048.095703,-1176.38855,-478.564453,1646.63855,-0.082449,0.064384,0.048407,0.993335,-9.151278,7.810162,4.953774,-2.040555,-2.359226,4.327937,256.755829,-11.437046,-949.199829,65.801697, 
6,1.76465E+12,-1406.851562,-187.956818,-254.225677,5.630493,-10.222092,-6.306839,13.265362,-461.755371,-1925.752197,39.92157,1980.740601,-0.080624,0.063873,0.048056,0.993534,-8.944763,7.739516,4.932107,8.986109,-4.39046,-1.447694,1728.043579,-354.185272,-90.413834,65.801697, 
7,1.76465E+12,-1407.063354,-188.249466,-254.224319,-7.998047,-23.629532,-2.981415,25.12394,-1991.381836,-487.586975,558.654785,2124.956055,-0.078533,0.062852,0.047162,0.99381,-8.713751,7.604405,4.85372,19.688723,-9.259052,-4.502462,198.42691,-522.161194,-459.444336,65.801697, 
8,1.76465E+12,-1407.020264,-188.370117,-254.327606,-7.591553,-18.59848,-4.586792,20.605188,2064.550781,1393.17627,-847.622681,2630.926514,-0.077776,0.062159,0.047138,0.993914,-8.629023,7.521242,4.862397,14.208306,-9.822343,-3.136983,-1184.901733,420.76886,705.230469,65.801697, 
9,1.76465E+12,-1406.857056,-188.291687,-254.483887,9.283447,-1.899948,-11.680527,15.040841,972.949219,1612.55957,-429.249573,1931.640137,-0.07856,0.062132,0.04707,0.993857,-8.720302,7.521399,4.848803,-0.294767,-3.735293,-0.221243,-1425.651489,674.900208,-180.397079,65.801697, 
10,1.76465E+12,-1406.803955,-188.099167,-254.539886,9.733887,12.192764,-9.552612,18.293837,-891.870117,924.128723,812.27417,1519.616943,-0.079839,0.061971,0.046791,0.993779,-8.870827,7.506742,4.808361,-10.881177,-0.652517,-2.431609,-479.902405,-120.000565,-217.468948,65.801697, 
11,1.76465E+12,-1406.307861,-189.318069,-254.941803,24.713745,-46.18721,-20.606232,56.290714,3588.244629,-11432.52441,-2801.925781,12305.64453,-0.076042,0.062182,0.044891,0.994151,-8.445405,7.496414,4.616648,12.370317,-1.12431,-10.446958,4665.171387,35.077782,-1225.293701,65.801697, 
12,1.76465E+12,-1406.515869,-188.360321,-254.505447,12.963867,-11.751938,1.549759,17.566208,-5703.222656,17630.87305,6790.003906,19735.21094,-0.079587,0.061457,0.045968,0.993869,-8.849712,7.439447,4.719803,0.950147,-3.028217,-3.985122,-6720.802246,-377.781036,2388.424072,65.801697, 
13,1.76465E+12,-1406.433105,-188.404602,-254.804977,-5.635986,41.106033,6.15715,41.944973,2355.249023,-8116.438477,-5960.67334,10341.82715,-0.078493,0.061813,0.046059,0.99393,-8.721299,7.475688,4.735502,-12.415209,-0.932654,5.348424,4315.038086,754.982361,-708.385864,65.801697, 
14,1.76465E+12,-1406.406006,-188.143967,-255.086487,4.943848,9.735947,-26.146774,28.335209,-450.878906,2469.822754,145.967102,2514.880127,-0.080121,0.06192,0.04656,0.99377,-8.905321,7.500158,4.780017,-2.502396,2.73195,2.709642,-2530.731689,-95.353577,233.405151,65.801697, 
15,1.76465E+12,-1406.233765,-187.793961,-256.075073,8.970337,27.478867,-57.154312,64.048187,1175.646973,723.902893,-5727.32373,5891.385254,-0.089014,0.063694,0.045122,0.992967,-9.938837,7.731183,4.530381,-54.789215,11.497238,-9.23045,-6880.895508,1673.105347,-2382.621826,65.801697, 
16,1.76465E+12,-1406.006958,-187.911697,-256.231781,17.957153,10.452118,-51.538239,55.56884,441.97998,-3788.717773,6738.217285,7742.95166,-0.087675,0.064072,0.045158,0.99306,-9.782298,7.768602,4.541535,-39.463959,12.079988,-10.731674,9639.441406,-1568.210449,2112.401367,65.801697, 
17,1.76465E+12,-1405.996826,-187.890289,-256.259338,10.662231,-4.334793,-8.291931,14.185547,-1755.065918,1127.07373,1046.118164,2333.434082,-0.087236,0.063475,0.044924,0.993148,-9.735296,7.696037,4.523565,9.159338,-1.581558,-0.306744,-887.247925,-890.867737,-235.914017,65.801697, 
18,1.76465E+12,-1405.827759,-187.998108,-256.385223,8.063965,-3.888474,-6.904907,11.305994,1287.37793,-1046.736084,-796.453857,1840.472046,-0.086567,0.063679,0.044689,0.993204,-9.658965,7.714081,4.499786,5.54998,-2.453449,-1.878698,237.563385,733.92749,-47.037781,65.801697, 
19,1.76465E+12,-1405.75415,-188.105133,-256.482971,10.92041,-9.667969,-10.063477,17.720003,-773.217773,6.427002,227.911377,806.133118,-0.085548,0.063321,0.04445,0.993326,-9.544115,7.666253,4.483481,8.603154,-1.340268,-1.803775,312.008057,-533.554932,60.524033,65.801697, 
20,1.76465E+12,-1405.660156,-188.290436,-256.551544,7.542114,-13.154755,-7.484436,16.909992,165.124512,-634.048462,236.315918,696.511841,-0.084236,0.063091,0.044206,0.993463,-9.394976,7.631732,4.467554,11.879528,-3.705684,-1.450471,277.739166,107.780052,3.070639,65.801697, 
21,1.76465E+12,-1405.609131,-188.351532,-256.669189,6.525879,-11.087952,-8.379822,15.354191,-348.046875,1006.072998,-397.485352,1136.359985,-0.083211,0.06262,0.044228,0.993579,-9.277768,7.573364,4.482117,11.985612,-4.180035,-0.061362,-258.644104,-193.163208,246.968948,65.801697, 
22,1.76465E+12,-1405.419434,-188.286804,-256.832062,10.83252,0.163422,-12.623291,16.634832,1123.242188,1019.174194,-366.339111,1560.318359,-0.083451,0.063161,0.044678,0.993504,-9.300238,7.640628,4.527361,4.263203,0.40033,2.69131,-1131.389526,1017.628784,248.512039,65.801697, 
23,1.76465E+12,-1405.528931,-188.260025,-256.444824,3.609009,4.117813,10.096436,11.485615,-2423.474121,-307.383728,4455.889648,5081.600586,-0.076101,0.061499,0.047111,0.994086,-8.438177,7.437275,4.877115,37.78159,-6.124003,17.774883,7164.69873,-2192.008545,2466.53125,65.801697, 
