#Hierarchical Translation and Rotation (.csv) file
[Head]
NumFrames,NumSegments,DataFrameRate,EulerRotationOrder,BoneAxis,TranslationUnits
2650,1,90,ZYX,X,mm

[SegmentNames&Hierarchy]
Segment,Parent
Segment1,

[SegmentData]
 Frame# ,,Segment1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Timestamp,XToGlobal1,YToGlobal1,ZToGlobal1,VxToGlobal1,VyToGlobal1,VzToGlobal1,VrToGlobal1,AxToGlobal1,AyToGlobal1,AzToGlobal1,ArToGlobal1,QxToGlobal1,QyToGlobal1,QzToGlobal1,QwToGlobal1,ExToGlobal1,EyToGlobal1,EzToGlobal1,EVxToGlobal1,EVyToGlobal1,EVzToGlobal1,EAxToGlobal1,EAyToGlobal1,EAzToGlobal1,Segmentlength1,
1,1764243015841,-1420.011108, -225.026855, -454.276154, , , , , , , , , 0.014609, -0.058106, 0.043765, 0.997244, 1.387708, -6.728776, 4.944205, , , , , , , 93.047661, 
2,1764243015852,-1420.154785, -225.527908, -454.291138, , , , , , , , , 0.016951, -0.058797, 0.044556, 0.997131, 1.648580, -6.820989, 5.018827, , , , , , , 93.047661, 
3,1764243015863,-1420.195435, -225.496857, -454.185883, -8.294678, -21.150055, 4.062195, 23.078733, 834.521484, 4310.046387, 973.937988, 4496.830078, 0.016888, -0.058541, 0.044261, 0.997160, 1.644526, -6.790790, 4.985482, 11.556829, -2.790602, 1.857459, -2145.898438, 991.523804, -874.542114, 93.047661, 
4,1764243015874,-1420.252563, -225.195984, -454.142517, -4.400024, 14.936600, 6.687927, 16.946699, -133.483887, 2185.551514, -501.306152, 2246.277100, 0.016043, -0.058535, 0.042788, 0.997239, 1.557410, -6.783625, 4.821409, -4.102657, 1.681375, -8.883835, -672.809143, -186.567886, -1058.890869, 93.047661, 
5,1764243015885,-1420.283936, -225.099075, -454.018372, -3.982544, 17.900162, 7.537994, 19.826694, 208.630371, -1652.110352, 654.318237, 1789.169434, 0.015255, -0.058317, 0.042750, 0.997266, 1.467984, -6.754721, 4.822594, -7.944406, 1.623111, -7.329977, -18.705687, 176.080307, 1338.585327, 93.047661, 
6,1764243015896,-1420.271973, -225.097580, -453.964966, -0.873413, 4.428177, 7.989807, 9.176525, 351.013184, -772.846985, -572.991943, 1024.120361, 0.015523, -0.058353, 0.042399, 0.997274, 1.501058, -6.759655, 4.780299, -2.535846, 1.078624, -1.849971, 992.246399, -274.088043, -352.184113, 93.047661, 
7,1764243015907,-1420.303955, -225.251846, -453.958008, -0.900879, -6.874695, 2.716370, 7.446588, -355.957031, -1261.669922, -376.226807, 1363.841309, 0.016400, -0.058482, 0.042403, 0.997253, 1.601357, -6.778601, 4.774692, 6.001769, -1.074608, -2.155601, 544.524231, -113.493568, 297.170654, 93.047661, 
8,1764243015919,-1420.284912, -225.238419, -453.941803, -0.582275, -6.337738, 1.042328, 6.449218, 413.305664, 1358.322144, 74.899292, 1421.784302, 0.016415, -0.058715, 0.043021, 0.997212, 1.597752, -6.806464, 4.845564, 4.351261, -2.106396, 2.936933, -841.615662, -72.228409, 619.485352, 93.047661, 
9,1764243015930,-1420.389526, -225.293243, -453.924469, -3.850708, -1.862869, 1.509247, 4.536084, -1001.623535, -552.845764, 9.146118, 1144.103027, 0.017040, -0.059262, 0.043505, 0.997148, 1.663803, -6.873034, 4.896497, 2.810111, -4.249467, 5.481254, 564.208740, -313.524292, -161.507462, 93.047661, 
10,1764243015941,-1420.328247, -225.250504, -453.862061, -1.950073, -0.543823, 3.588409, 4.120099, 1343.737793, 790.274048, 365.103149, 1601.082275, 0.016658, -0.059237, 0.043848, 0.997141, 1.617643, -6.868798, 4.938683, 0.895088, -2.805037, 4.190367, -908.912903, 573.521606, -70.852142, 93.047661, 
