 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Head],,,,,,,,,,,,,,,,,,,,,,,,,,,
NumFrames,NumSegments,DataFrameRate,EulerRotationOrder,BoneAxis,TranslationUnits,,,,,,,,,,,,,,,,,,,,,,
2015,1,90,ZYX,X,mm,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
[SegmentNames&Hierarchy],,,,,,,,,,,,,,,,,,,,,,,,,,,
Segment,Parent,,,,,,,,,,,,,,,,,,,,,,,,,,
Segment1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
[SegmentData],,,,,,,,,,,,,,,,,,,,,,,,,,,
 Frame# ,,Segment1,,,,,,,,,,,,,,,,,,,,,,,,,
,Timestamp,XToGlobal1,YToGlobal1,ZToGlobal1,VxToGlobal1,VyToGlobal1,VzToGlobal1,VrToGlobal1,AxToGlobal1,AyToGlobal1,AzToGlobal1,ArToGlobal1,QxToGlobal1,QyToGlobal1,QzToGlobal1,QwToGlobal1,ExToGlobal1,EyToGlobal1,EzToGlobal1,EVxToGlobal1,EVyToGlobal1,EVzToGlobal1,EAxToGlobal1,EAyToGlobal1,EAzToGlobal1,Segmentlength1,
384,1.7643E+12,-960.223938,-43.389683,-124.484154,120.4953,37.457886,29.795952,129.653427,-8655.194336,6182.837891,3551.227539,11213.87891,-0.082063,-0.011028,0.180957,0.979999,-9.487901,0.463175,20.885225,-0.939472,11.849729,8.848876,-6787.207031,-261.196106,-2520.335693,93.047661, 
385,1.7643E+12,-960.638489,-43.473766,-124.32132,17.550659,32.119732,32.090034,48.677235,-9874.841797,-7143.705566,-3138.292725,12585.46387,-0.080397,-0.012229,0.177597,0.980738,-9.325401,0.261851,20.507053,-12.010601,-3.860243,-19.594257,4794.404297,-2566.598633,-2599.428223,93.047661, 
386,1.7643E+12,-959.0224,-42.878517,-124.366425,54.069214,23.002453,5.297813,58.997116,16448.18164,5502.595215,-1684.307129,17425.78906,-0.080744,-0.011798,0.177566,0.98072,-9.355931,0.317107,20.499252,5.938643,-6.573041,-17.368856,-1563.540283,2078.294922,3000,93.047661, 
387,1.7643E+12,-957.862488,-42.710743,-124.629936,124.920044,34.336052,-13.887749,130.295242,-3695.031738,-3462.547363,-1769.094116,5363.971191,-0.082879,-0.010601,0.180899,0.979946,-9.571413,0.527627,20.874037,-11.070529,11.959912,16.514212,-1498.110596,1257.636597,3098.952393,93.047661, 
388,1.7643E+12,-957.192749,-42.768402,-124.582039,82.33429,4.955177,-9.702644,83.051971,-3970.404053,-1826.010132,2522.412842,5045.888184,-0.080925,-0.011993,0.182069,0.979877,-9.378948,0.341736,21.023912,-1.03575,1.108315,23.609751,3304.370605,-3210.924072,-1821.755371,93.047661, 
389,1.7643E+12,-957.272827,-42.457447,-124.261299,26.534729,11.398315,16.588669,33.304615,-6073.516602,2985.774902,2210.023438,7119.456543,-0.080648,-0.013559,0.178754,0.980489,-9.380934,0.128526,20.653803,8.571572,-17.959536,-9.910512,-1575.052612,-221.289062,-4211.89209,93.047661, 
390,1.7643E+12,-956.946045,-42.319202,-124.041977,11.101685,20.213985,24.302788,33.503403,3295.568848,-1398.954346,-821.482056,3673.238281,-0.08161,-0.014176,0.179126,0.980333,-9.50242,0.082671,20.702751,-5.556269,-11.657955,-14.45228,-967.958801,1355.57373,3394.373535,93.047661, 
391,1.7643E+12,-954.107117,-41.382984,-123.871391,142.45697,48.35083,17.545853,151.458405,20348.38281,6463.586426,-394.766235,21353.93359,-0.08133,-0.010747,0.182453,0.979786,-9.39843,0.493774,21.056643,-0.787348,16.436146,18.127821,1826.364502,3701.364258,2470.044678,93.047661, 
392,1.7643E+12,-953.063965,-41.574417,-123.925728,174.693604,33.515339,5.231209,177.956451,-14545.78906,-9133.974609,-1821.869629,17272.19336,-0.079665,-0.010527,0.181328,0.980134,-9.206193,0.473043,20.924751,13.330237,17.566757,9.990022,714.800903,-3497.854492,-3934.848389,93.047661, 
393,1.7643E+12,-953.093689,-41.168766,-123.970695,45.604248,9.639816,-4.468689,46.825661,-8690.294922,4836.380859,75.888062,9945.731445,-0.081147,-0.011673,0.178688,0.980484,-9.398585,0.350028,20.62826,-0.006955,-6.468564,-19.277227,-3115.495361,-828.503174,-1333.256348,93.047661, 
394,1.7643E+12,-951.594604,-40.986504,-123.606651,66.121216,26.456108,14.358444,72.650574,12383.34961,-1809.448242,3312.99585,12945.94141,-0.079654,-0.012347,0.181293,0.98012,-9.242838,0.268072,20.937454,-1.649008,-9.223704,0.571596,2819.925781,332.577942,4906.044434,93.047661, 
395,1.7643E+12,-951.941406,-40.512028,-123.566002,51.852722,29.553223,18.211212,62.399887,-14951.67871,2366.928955,-2619.497559,15362.83887,-0.081335,-0.01306,0.177999,0.980577,-9.44852,0.191481,20.561281,-2.247061,-7.134624,-3.014052,-2927.575439,43.456516,-5551.460938,93.047661, 
396,1.7643E+12,-950.653931,-38.394176,-124.011398,42.330322,116.654724,-18.213615,125.426933,13237.64648,13311.34082,-3936.971191,19181.41797,-0.095427,-0.010759,0.181949,0.978607,-10.993885,0.783149,20.989664,-78.797134,23.178476,2.349449,-10851.4375,5412.901855,6516.891113,93.047661, 
397,1.7643E+12,-948.683838,-39.58419,-123.245575,146.590576,41.752682,14.419212,153.101257,5529.199219,-26793.70703,9810.879883,29064.20703,-0.081451,-0.010325,0.181765,0.979908,-9.403699,0.537103,20.972769,2.01693,15.55298,18.516966,25397.96875,-6785.491211,-3606.738281,93.047661, 
398,1.7643E+12,-949.491699,-39.640167,-123.537849,52.300415,-56.069584,21.3097,79.581627,-22501.42773,9185.700195,-8570.592773,25771.03906,-0.083076,-0.013307,0.179642,0.980127,-9.650231,0.215652,20.754122,60.464401,-25.537386,-10.599401,-14877.42481,-610.774841,-1634.207886,93.047661, 
399,1.7643E+12,-948.252808,-39.523277,-123.381981,19.396362,2.741089,-6.138268,20.528292,16578.69922,1400.221191,3629.958252,17029.10742,-0.082142,-0.014006,0.180682,0.980005,-9.558902,0.127874,20.881729,-6.984142,-18.41531,-4.096783,2736.686768,1892.748535,2804.679199,93.047661, 
400,1.7643E+12,-946.933228,-37.835442,-123.575119,115.131226,81.212654,-1.677132,140.902481,653.57666,12724.66016,-2826.953857,13051.27637,-0.092052,-0.011679,0.182955,0.978733,-10.630426,0.620045,21.118523,-44.10878,18.197716,16.398094,-9419.12207,4697.596191,884.398621,93.047661, 
401,1.7643E+12,-946.375793,-38.699741,-122.853477,84.465637,37.059116,23.782654,95.254585,-6173.382812,-20672.29688,7409.715332,22811.36523,-0.081077,-0.014586,0.180452,0.980128,-9.450474,0.038298,20.860676,4.879267,-4.030898,-0.947431,18236.9707,-8698.746094,-4006.593018,93.047661, 
402,1.7643E+12,-945.187561,-37.864212,-123.322311,78.554993,-1.29467,11.376343,79.38504,5109.466797,13768.61523,-9642.851562,17568.89258,-0.086589,-0.012248,0.182907,0.979233,-10.024349,0.440546,21.121597,27.273474,-8.077472,0.138358,-14206.0127,7970.363281,4202.035156,93.047661, 
403,1.7643E+12,-944.679749,-37.98967,-122.690948,76.322021,31.95322,7.313805,83.063538,-5511.401367,-7783.995605,8911.594727,13053.07031,-0.082842,-0.013226,0.18111,0.979878,-9.621729,0.234194,20.923758,-7.706492,8.815314,2.838672,7909.619141,-4929.661621,-3715.978516,93.047661, 
404,1.7643E+12,-943.94696,-37.639874,-122.620995,55.827026,10.095234,31.559258,64.919624,1822.302246,3849.557861,-4547.413086,6230.477051,-0.082573,-0.014056,0.180438,0.980013,-9.608686,0.128831,20.853863,18.704863,-14.027196,-12.048091,-3155.575439,818.010132,1036.361206,93.047661, 
405,1.7643E+12,-943.43396,-37.375084,-122.840744,56.060486,27.656364,-6.740799,62.873611,-1780.279541,-688.554382,-2346.597168,3024.900146,-0.085674,-0.013688,0.18131,0.979591,-9.951606,0.243453,20.950912,-14.844435,0.416674,1.222016,-2883.297852,1781.886353,1352.258057,93.047661, 
406,1.7643E+12,-942.956177,-37.246712,-122.863937,44.585266,17.69228,-10.932426,49.197365,-285.26001,-1104.980835,1592.10437,1958.86499,-0.086123,-0.014213,0.180688,0.979659,-10.013525,0.187616,20.883854,-18.217773,2.645339,1.349638,2276.096924,-1380.726807,-1329.286133,93.047661, 
407,1.7643E+12,-940.826599,-36.288956,-122.669106,117.331238,48.875771,7.723732,127.338593,13379.53516,6718.009277,1766.00415,15075.22363,-0.08803,-0.012993,0.183699,0.978947,-10.202713,0.395519,21.220591,-11.299852,6.842947,12.135457,-1030.871216,2136.296387,3270.733398,93.047661, 
408,1.7643E+12,-939.607666,-36.310093,-122.115242,150.682983,42.147846,33.691292,160.052826,-7376.220703,-7929.035645,2908.156494,11213.18945,-0.08409,-0.013056,0.183077,0.979409,-9.758794,0.298827,21.150274,11.46294,5.004503,11.988909,5128.173828,-2467.216309,-3297.112061,93.047661, 
409,1.7643E+12,-939.056091,-34.310432,-122.55809,79.672852,89.033546,4.995689,119.581322,-5405.603027,16368.46191,-8073.365234,19034.87109,-0.096939,-0.011481,0.183237,0.97821,-11.179142,0.748467,21.145926,-43.93927,15.882689,-3.359932,-15100.57129,4425.289551,534.320862,93.047661, 
410,1.7643E+12,-939.288757,-36.377792,-121.857475,14.350891,-3.046474,11.599503,18.702341,-6352.349609,-32942.86719,9262.051758,34804.74609,-0.081948,-0.01532,0.180118,0.980106,-9.564349,-0.029249,20.828972,8.750012,-14.763442,-14.458666,24584.64258,-9941.59375,-2532.093018,93.047661, 
411,1.7643E+12,-938.376038,-36.165558,-121.805458,30.602417,-83.480644,33.868446,95.145142,9277.625,18464.71484,-5253.641602,21321.83789,-0.080974,-0.014972,0.179687,0.980271,-9.446919,-0.014554,20.775537,77.950012,-34.33596,-16.6674,-12128.64258,6418.540527,2134.520752,93.047661, 
412,1.7643E+12,-937.380066,-35.679279,-121.970261,85.891113,31.433086,-5.07534,91.602844,674.34082,2219.756592,-1756.240112,2909.713867,-0.083503,-0.014109,0.180676,0.97989,-9.714939,0.144583,20.881842,-6.77655,7.822456,2.379177,-3122.137939,1169.974365,1293.863037,93.047661, 
413,1.7643E+12,-935.59082,-34.122162,-122.098503,125.334778,91.95282,-13.187027,156.006485,6425.518555,8673.794922,296.136475,10798.59766,-0.092,-0.01295,0.184224,0.978483,-10.650595,0.490147,21.279421,-54.165401,22.71155,22.674688,-5407.855469,1510.062378,2359.329346,93.047661, 
414,1.7643E+12,-935.187744,-34.797165,-121.696754,98.65448,39.695148,12.307777,107.050888,-11227.97266,-18080.17578,4292.928223,21711.50391,-0.084198,-0.015241,0.181728,0.979619,-9.817143,0.042503,21.015213,-4.599193,-4.59359,6.001705,14329.77344,-6424.987793,-5360.466309,93.047661, 
415,1.7643E+12,-934.461731,-34.884686,-121.506409,50.809021,-34.313564,26.644249,66.849785,2615.789795,4758.60791,-1712.363403,5693.759277,-0.082044,-0.014231,0.180474,0.980049,-9.552542,0.098526,20.859756,49.412376,-17.622955,-18.884884,-4607.690918,4079.701904,880.880493,93.047661, 
416,1.7643E+12,-932.499939,-34.112328,-121.434891,120.951233,30.81768,11.783867,125.370613,10009.80859,6965.016113,-962.505371,12232.50293,-0.083873,-0.012632,0.183839,0.97929,-9.725024,0.349393,21.234745,4.145328,13.810036,9.878923,-3540.377686,1578.23645,4296.60498,93.047661, 
417,1.7643E+12,-932.506348,-34.006458,-121.248085,87.992249,39.520226,11.624565,97.157677,-15942.42578,-5398.558105,933.831055,16857.5625,-0.082125,-0.014574,0.182051,0.979745,-9.568705,0.077045,21.046186,-0.727299,-0.966637,8.389329,2663.304688,-4238.037598,-4564.731934,93.047661, 
418,1.7643E+12,-930.964355,-33.865536,-121.174301,69.101257,11.105633,11.726532,70.963585,12542.04688,283.931335,-915.47699,12578.61914,-0.081708,-0.013977,0.185178,0.979202,-9.508527,0.165445,21.403894,9.742403,-8.277676,7.611753,-778.758362,2922.050781,4424.768066,93.047661, 
419,1.7643E+12,-931.282104,-33.713474,-121.047546,55.090942,13.18428,9.024239,57.360912,-15063.9043,90.22522,429.064178,15070.2832,-0.082766,-0.015872,0.181567,0.979761,-9.668382,-0.060003,21.002686,-4.485487,-6.167158,-1.957502,-1782.261841,-2542.157471,-6147.233887,93.047661, 
420,1.7643E+12,-929.868408,-33.087612,-121.264061,49.317627,35.006561,-4.039192,60.613552,14024.70703,3837.7854,-2780.481689,14803.78613,-0.083414,-0.015158,0.182284,0.979584,-9.726682,0.040832,21.078947,-9.816961,-5.607542,-14.622664,822.596313,2642.888428,3867.504639,93.047661, 
421,1.7643E+12,-927.900513,-32.526432,-120.926537,152.171631,53.416901,5.445442,161.36673,4489.013672,-523.924255,4487.71582,6369.092285,-0.083686,-0.0127,0.18534,0.979022,-9.704833,0.352617,21.40979,-1.640299,18.567879,18.319714,649.202881,1708.687378,2062.123291,93.047661, 
422,1.7643E+12,-927.936707,-31.470034,-121.050728,86.926575,72.791031,9.599991,113.784546,-16233.12402,4011.268066,-3739.897217,17134.50977,-0.092478,-0.012973,0.184059,0.978469,-10.70523,0.49589,21.260225,-44.034676,20.477583,8.157539,-8280.19043,-1364.940552,-3891.314453,93.047661, 
423,1.7643E+12,-927.629761,-32.268223,-120.438942,12.183838,11.619415,21.941757,27.656778,2779.431152,-15022.15918,5961.415039,16399.05469,-0.083874,-0.015408,0.181483,0.97969,-9.784014,0.014497,20.988369,-3.563143,-15.215387,-18.963999,15565.06641,-5059.793945,-990.562378,93.047661, 
424,1.7643E+12,-927.302979,-32.239441,-120.54837,28.517761,-34.623329,22.606087,50.230198,160.675049,6698.465332,-5841.835938,8889.449219,-0.083762,-0.015386,0.182002,0.979603,-9.770761,0.019791,21.04841,42.051075,-21.424458,-9.531697,-7354.507324,3942.161377,2688.376709,93.047661, 
425,1.7643E+12,-925.80072,-31.908293,-120.710205,82.306824,16.196852,-12.206841,84.768852,9521.356445,2449.166748,-424.491119,9840.46875,-0.082981,-0.014855,0.182722,0.979544,-9.67135,0.070107,21.126888,5.069878,2.502456,6.233418,697.891602,364.683167,149.34407,93.047661, 
426,1.7643E+12,-924.684814,-31.447342,-120.531609,117.817383,35.644455,0.75428,123.09359,-3129.455566,1051.401855,2757.49292,4301.477051,-0.082998,-0.015261,0.181631,0.979739,-9.681833,0.014101,21.004114,4.001773,-0.256045,-1.993292,-890.150391,-861.213196,-1630.151855,93.047661, 
427,1.7643E+12,-923.572388,-31.182772,-120.127251,100.274963,32.648449,26.232948,108.669945,-28.179932,-1590.682983,1828.66748,2423.858643,-0.083596,-0.015244,0.183532,0.979334,-9.749023,0.047361,21.224691,-3.495326,-1.023581,4.401164,-459.327454,723.056702,2781.153809,93.047661, 
428,1.7643E+12,-923.053589,-30.643267,-120.224464,73.405151,36.183388,13.821487,82.997513,-4808.38623,2226.97168,-4062.730469,6677.256836,-0.086371,-0.014623,0.18303,0.979197,-10.049703,0.170717,21.159937,-16.554138,7.047731,7.01204,-1891.258545,729.779541,-2311.196045,93.047661, 
429,1.7643E+12,-922.19928,-30.668861,-119.959267,61.789856,23.125963,7.55928,66.407372,2717.633057,-4577.307617,2935.533203,6079.032227,-0.082409,-0.015533,0.181969,0.979722,-9.620944,-0.025469,21.046062,5.763576,-3.277364,-8.038355,5908.446777,-2588.296631,-397.874939,93.047661, 
430,1.7643E+12,-921.698486,-30.518606,-120.126289,60.979614,5.609722,4.417877,61.396255,-2863.476562,1424.384277,-3500.98584,4741.863281,-0.084351,-0.014611,0.18241,0.979489,-9.821071,0.123158,21.088118,10.288445,-2.140179,-3.231917,-5093.970703,2792.989746,1263.033813,93.047661, 
431,1.7643E+12,-919.86969,-29.773121,-119.813148,104.831543,40.308323,6.575317,112.50621,10756.82422,4821.36377,3889.324951,12412.96289,-0.084061,-0.014262,0.183023,0.979404,-9.78089,0.162366,21.155897,-7.197541,8.452587,4.942583,1946.493042,-886.29187,208.376053,93.047661, 
432,1.7643E+12,-918.88269,-29.507574,-119.414375,126.710815,45.496445,32.036133,138.390289,-6818.554688,-3887.501953,693.621826,7879.49707,-0.082402,-0.0148,0.182922,0.979556,-9.604634,0.065983,21.149549,9.739647,-2.572845,2.764469,1102.200684,-1098.286011,-600.436401,93.047661, 
433,1.7643E+12,-918.33252,-29.000725,-119.895149,69.172668,34.757824,-3.690033,77.502136,-3538.311768,1954.550171,-7124.331543,8191.21582,-0.086543,-0.013437,0.183843,0.979046,-10.043838,0.315685,21.242258,-11.832658,6.899361,3.886235,-4985.215332,2803.283203,802.354187,93.047661, 
434,1.7643E+12,-917.600525,-28.912621,-119.669014,57.697449,26.772909,-11.45874,64.630386,1472.772217,-3391.834717,5725.964355,6816.177246,-0.085106,-0.014384,0.18367,0.979191,-9.901532,0.177282,21.232042,-13.360412,5.008421,3.712175,4710.219727,-3143.652344,-833.684875,93.047661, 
435,1.7643E+12,-916.767822,-28.955582,-119.332153,70.411377,2.031441,25.334816,74.858147,815.734863,-1061.629517,896.875732,1611.479614,-0.082782,-0.015484,0.182767,0.979543,-9.662114,-0.004264,21.138245,17.177547,-14.397714,-4.68057,786.612854,-349.451935,-677.009155,93.047661, 
436,1.7643E+12,-915.706787,-28.111589,-119.785019,85.218201,36.046402,-5.220222,92.67543,1849.493408,7184.322266,-6396.782715,9795.608398,-0.087179,-0.013799,0.184234,0.978911,-10.123303,0.292567,21.291191,-9.979712,5.187857,2.661725,-5674.919434,3874.854736,1998.622192,93.047661, 
437,1.7643E+12,-913.933899,-26.566982,-119.732376,127.52655,107.486969,-18.010025,167.752289,5766.009766,5674.980957,4094.618164,9067.423828,-0.093772,-0.012376,0.18612,0.977964,-10.837747,0.612979,21.492437,-52.903458,27.775925,15.938645,-2051.354492,190.997589,391.22345,93.047661, 
438,1.7643E+12,-913.401001,-28.078669,-119.107399,103.760376,1.481438,30.492897,108.15834,-10043.9209,-24755.97656,4635.907715,27115.13281,-0.081665,-0.014863,0.184123,0.979392,-9.522653,0.055023,21.28978,27.029308,-10.689487,-0.06352,16439.25195,-7114.771484,-3271.613281,93.047661, 
439,1.7643E+12,-912.563477,-27.691648,-118.704933,61.669006,-50.609978,46.234932,92.206863,2467.474365,15379.52246,-1802.341431,15680.13281,-0.078904,-0.012363,0.181995,0.980051,-9.158211,0.257132,21.019392,75.579124,-16.013105,-21.28705,-7700.286133,6156.52002,-548.62207,93.047661, 
440,1.7643E+12,-911.557251,-27.58601,-118.420784,82.96875,22.169638,30.897675,91.268684,1366.479492,-2279.190918,-958.364868,2824.967529,-0.077718,-0.013448,0.180957,0.980323,-9.046994,0.100804,20.908907,21.404636,2.060158,-17.139297,-2051.121826,-2903.332764,1295.217407,93.047661, 
441,1.7643E+12,-911.086426,-27.47237,-118.393486,66.467285,9.867525,14.015121,68.641762,-4336.743164,64.810753,-2080.494629,4810.405273,-0.07896,-0.014314,0.181612,0.980091,-9.205483,0.035696,20.992903,-2.127261,-9.964591,-1.191985,-2184.619629,738.87793,1575.299072,93.047661, 
442,1.7643E+12,-910.93866,-27.107927,-118.545753,27.836609,21.51372,-5.623627,35.627827,-2616.778564,2031.504272,-1454.47998,3618.017578,-0.081659,-0.015118,0.183432,0.979518,-9.527396,0.019501,21.211912,-21.618126,-3.65864,13.635247,-1323.735962,396.193146,1093.602539,93.047661, 
443,1.7643E+12,-909.043457,-26.6959,-118.124878,91.933594,34.941158,12.087364,99.089729,14154.23633,385.434723,4642.458496,14901.12012,-0.078423,-0.013513,0.181801,0.98011,-9.127913,0.11609,21.007542,3.490648,3.617697,0.658682,5843.314941,913.547668,-3429.384277,93.047661, 
444,1.7643E+12,-907.816956,-26.395489,-117.820709,140.476685,32.059738,32.626991,147.736404,-5416.479492,-904.090698,-945.325439,5572.187012,-0.077712,-0.012266,0.180313,0.980458,-9.021882,0.227637,20.823381,22.74814,9.366122,-17.483883,-2376.966309,121.168755,163.722778,93.047661, 
445,1.7643E+12,-907.164917,-25.86891,-118.203049,84.534302,37.214554,-3.517685,92.430222,-4653.149414,1831.958252,-5560.716309,7478.598633,-0.081967,-0.015671,0.183661,0.979441,-9.573928,-0.033774,21.24395,-20.070671,-6.743886,10.638368,-5330.419434,-3020.970215,4898.282227,93.047661, 
446,1.7643E+12,-906.466064,-25.350065,-118.452423,60.7901,47.04406,-28.427124,81.95536,379.193115,-62.64782,1077.017212,1143.537598,-0.085685,-0.014345,0.184783,0.978932,-9.965939,0.20512,21.360847,-42.482513,-1.013279,24.185959,1296.287964,4052.479492,-2459.716064,93.047661, 
447,1.7643E+12,-905.702942,-24.979424,-118.527206,65.788879,40.026886,-14.587097,78.378006,520.587158,-1200.443481,1414.187622,1926.65564,-0.085941,-0.015718,0.184708,0.978902,-10.024103,0.05584,21.366037,-20.257883,4.032644,5.493992,2704.145264,-3144.213379,-904.838074,93.047661, 
448,1.7643E+12,-903.961121,-23.706137,-118.542152,112.722473,73.976784,-4.037819,134.889679,7927.459961,7311.425293,484.682465,10795.20606,-0.092597,-0.013044,0.186727,0.977951,-10.718864,0.519532,21.570765,-33.881676,14.14852,9.446289,-5156.427734,4965.070801,1616.251465,93.047661, 
449,1.7643E+12,-904.430847,-24.258064,-118.107529,57.244263,32.461166,18.885498,68.463821,-17913.53711,-14784.23633,3641.514648,23510.19141,-0.088305,-0.015079,0.184403,0.97876,-10.277742,0.174734,21.323685,-11.413777,5.350219,-1.905875,9200.649414,-6548.765137,-3659.640869,93.047661, 
450,1.7643E+12,-902.542847,-24.336872,-117.923225,63.822327,-28.383093,27.851715,75.197121,19097.58984,3832.269775,-2027.595459,19583.54688,-0.082048,-0.015594,0.184679,0.979244,-9.581502,-0.013544,21.361444,51.181316,-23.98842,-9.419455,2066.467529,1267.810059,2307.196533,93.047661, 
451,1.7643E+12,-901.277954,-22.07151,-118.236023,141.880188,98.394928,-5.782242,172.757004,-5047.173828,18987.77344,-4026.516602,20055.48242,-0.096746,-0.012616,0.187179,0.977469,-11.178633,0.661998,21.616339,-40.540066,21.926876,13.169456,-18576.31641,6996.942871,1758.807373,93.047661, 
452,1.7643E+12,-900.604187,-23.581539,-117.678719,87.239685,33.989983,11.002808,94.271645,-4788.116211,-30580.66406,7047.825684,31745.4707,-0.082985,-0.015216,0.184797,0.979149,-9.679253,0.050038,21.3715,-4.398802,2.861187,0.452555,25081.74414,-10428.7666,-4047.849854,93.047661, 
453,1.7643E+12,-900.346863,-23.321495,-117.783028,41.899109,-56.249313,20.384789,73.041496,-3373.187256,14337.59082,-5359.068848,15673.68848,-0.084836,-0.015392,0.186061,0.978748,-9.892128,0.082457,21.519947,57.892746,-26.079315,-4.337646,-13869.26563,5219.477051,3185.61377,93.047661, 
454,1.7643E+12,-898.689209,-23.123865,-117.55072,86.174011,20.595331,5.759926,88.787979,11342.66992,-505.554779,2726.59375,11676.73145,-0.083287,-0.014952,0.185874,0.978923,-9.707708,0.096739,21.493992,-1.2805,2.101568,5.512115,3218.081299,-146.917984,-1412.65686,93.047661, 
455,1.7643E+12,-898.278381,-22.689714,-117.478493,93.081665,28.430128,13.704071,98.286674,-10099.29199,1915.818237,-1296.647705,10360.85645,-0.083942,-0.016611,0.185886,0.978838,-9.81725,-0.075154,21.511868,3.369483,-7.092518,-0.3636,-2381.084229,-1508.0177,355.028229,93.047661, 
456,1.7643E+12,-896.192017,-21.919901,-117.17791,112.373657,54.178391,16.776466,125.875282,13571.85059,2718.869141,1849.678833,13964.55078,-0.085703,-0.013755,0.188025,0.978321,-9.95447,0.304527,21.731716,-11.104254,9.350459,10.697568,-224.1884,4467.753418,1635.982056,93.047661, 
457,1.7643E+12,-896.845337,-22.052559,-117.482864,64.487,28.671999,-0.196724,70.574043,-22191.44922,-7310.019531,-4904.853027,23873.7168,-0.086581,-0.014593,0.184545,0.978894,-10.072486,0.193966,21.335581,-11.485616,12.110408,-7.932904,155.543381,-3970.962646,-4989.466797,93.047661, 
458,1.7643E+12,-895.314087,-21.726477,-116.92836,39.506836,8.70409,11.229744,41.984024,17695.01953,3715.795898,6961.617188,19374.85352,-0.084627,-0.016047,0.185145,0.978929,-9.882545,-0.004644,21.420126,3.236575,-13.912688,-14.021573,2494.450928,-713.194641,3893.506348,93.047661, 
459,1.7643E+12,-894.537292,-21.940268,-116.81765,103.862,5.05311,29.934654,108.207817,-6111.089844,-4372.972168,-3594.733398,8330.09082,-0.082912,-0.014296,0.185462,0.979043,-9.651338,0.158204,21.439758,18.951679,-1.609288,4.68801,334.267853,2927.806641,-525.781433,93.047661, 
460,1.7643E+12,-893.941101,-21.833759,-116.63475,61.784363,-4.827719,13.212433,63.365471,-1462.884521,2594.423096,584.733582,3035.28833,-0.082087,-0.015668,0.18489,0.9792,-9.587463,-0.018887,21.386684,13.278694,-0.640953,-1.504816,-1355.405029,-2753.506104,-588.927185,93.047661, 
461,1.7643E+12,-891.949585,-21.194914,-116.784241,116.446838,33.540916,1.50341,121.19043,11302.12988,4311.931152,-2692.357666,12392.72754,-0.083208,-0.0146,0.187844,0.978559,-9.690898,0.153858,21.719547,-1.780219,-0.195587,12.590495,-1355.199219,2833.672119,3126.083252,93.047661, 
462,1.7643E+12,-891.492981,-20.752605,-116.393021,110.165405,48.651924,10.877838,120.920441,-12432.78809,-1591.949829,4379.754883,13277.4541,-0.082977,-0.014691,0.184181,0.979273,-9.667298,0.102722,21.294741,-3.592573,5.472415,-4.137506,1028.975586,-1813.431763,-6137.123535,93.047661, 
463,1.7643E+12,-889.521118,-20.261677,-116.333107,109.281006,41.995667,20.301018,118.819633,12273.5957,393.823822,-2683.582275,12569.7207,-0.082119,-0.013633,0.188603,0.978519,-9.546801,0.246145,21.798689,6.484387,4.152931,3.561384,784.877319,1575.924683,7522.923828,93.047661, 
464,1.7643E+12,-889.830811,-20.795849,-116.175209,74.797668,-1.945953,9.801521,75.462227,-18480.59766,-8303.31543,793.672974,20275.78516,-0.081171,-0.014904,0.186544,0.978974,-9.467621,0.063141,21.571613,8.985478,-1.781131,12.459311,-334.681061,-2644.055664,-5921.296875,93.047661, 
465,1.7643E+12,-888.849182,-19.926144,-116.205757,30.237122,15.098991,5.730743,34.279797,10459.69824,11371.40625,-1526.412964,15525.59473,-0.082001,-0.01544,0.184948,0.9792,-9.572905,0.005381,21.391195,-1.174696,-10.834373,-18.337194,-1494.150269,1014.472168,377.926056,93.047661, 
466,1.7643E+12,-888.044189,-20.026707,-116.222282,80.397949,34.611397,-2.118301,87.55722,-1430.749512,-7859.172852,113.5849,7989.151367,-0.081466,-0.015263,0.185706,0.979103,-9.508646,0.021173,21.477646,-1.84613,-1.888561,-4.228529,1373.292114,595.774109,2161.633545,93.047661, 
467,1.7643E+12,-887.15564,-19.400099,-116.187042,76.209412,23.672018,0.842171,79.805687,676.812744,5890.084473,419.300079,5943.650879,-0.083953,-0.015698,0.186936,0.978652,-9.798941,0.037917,21.624807,-10.171588,1.46412,10.512542,-2871.874512,7.708386,491.759247,93.047661, 
468,1.7643E+12,-885.516052,-18.942101,-115.792137,113.766174,48.807278,19.356537,125.29792,6083.404297,-1365.737915,2913.285889,6881.880859,-0.081477,-0.014832,0.186312,0.978994,-9.500624,0.075568,21.543867,0.361003,2.447765,2.979948,4767.740723,169.347778,-1847.626099,93.047661, 
469,1.7643E+12,-884.133057,-17.972296,-115.78598,136.016235,64.251137,18.047791,151.506927,-2078.393555,4145.632324,-3148.860107,5605.471191,-0.086518,-0.013549,0.188735,0.978116,-10.041821,0.352506,21.811916,-10.929622,14.156505,8.419831,-6800.053223,1938.225464,2826.805176,93.047661, 
